"","ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds"
"2514",3552000,1,1,1,1,1,1,3,2,1,1,1,1,4.5,7,6,5,4,7,4,5,1,3,6.5,4.5,6,6,6,4.5,4.5,6,6,6,3,2,4,4,NA,3,NA,NA,NA,NA,NA,3,NA,3,3,NA,3,4,4,5,4,5,5,5,5,5,5,1,NA,3,2
"2515",3555000,1,1,1,1,1,1,4,4,3,3,1,1,5,4.5,6,4.5,2.5,7,6.5,7,4.5,1,6.5,6.5,6,6.5,7,7,5,7,7,4.5,5,5,3,5,4,NA,NA,NA,NA,NA,NA,3,NA,NA,4,3,3,5,4,2,1,2,2,2,5,6,6,0,4,5,1
"2516",3557000,1,1,1,1,1,1,5,3,1,2,1,1,6,6.5,7,7,7,7,2.5,7,7,7,7,6.5,7,7,7,7,7,7,7,7,3,2,3,NA,2,NA,NA,NA,NA,NA,3,NA,NA,3,2,NA,2,NA,4,4,5,5,4,4,4,5,5,NA,NA,NA,2
"2517",3558000,1,1,1,1,1,1,4,2,1,1,1,1,3.5,2.5,4.5,7,7,7,1,2.5,5,7,5,4,5,7,7,7,3.5,6,7,7,3,3,4,2,2,NA,NA,NA,NA,NA,NA,1,NA,3,2,NA,2,4,3,5,5,5,5,5,5,6,6,0,6,2,1
"2518",3560000,1,1,1,1,1,1,3,5,2,1,3,2,5,1.5,7,5,4.5,5,1.5,7,6,4,6.5,3.5,5.5,7,5,4.5,3,6.5,5,4.5,4,3,4,5,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,4,4,3,4,5,5,5,5,5,5,6,6,0,5,2,2
"2519",3564000,1,1,1,1,1,1,3,4,1,1,2,2,2.5,6.5,7,3.5,3.5,6,1.5,2.5,3.5,3.5,6.5,6,6,3.5,3.5,3.5,5,7,4,5.5,4,4,3,NA,NA,NA,2,NA,NA,NA,3,NA,3,3,NA,1,3,4,NA,3,2,4,1,3,4,6,6,1,3,3,2
"2520",3565000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,5,5.5,4.5,3.5,6.5,5,3,3.5,6.5,2.5,5,3,6.5,7,7,NA,NA,NA,NA,NA,2,3,2,3,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,2,4,3,2,2,4,5,4,4,NA,0,4,2,2
"2521",3566000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,5.5,5.5,6.5,6.5,6,3.5,3.5,3.5,3,5,6,5.5,5.5,6,4.5,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,2,2,4,5,4,4,5,4,4,5,NA,0,4,2,2
"2522",3567000,1,1,1,NA,1,1,3,NA,4,2,NA,NA,4.5,5,5.5,5,5.5,7,3,7,7,5,6.5,5.5,6.5,7,7,NA,NA,NA,NA,NA,2,3,3,4,NA,2,NA,NA,NA,NA,NA,NA,3,NA,2,NA,3,3,5,5,4,4,5,4,5,5,NA,0,5,2,2
"2523",3568000,1,1,0,0,1,1,5,5,1,1,4,4,6,4.5,4,2,4.5,1.5,6.5,7,3,5,6.5,7,6.5,5.5,4.5,6.5,4.5,7,5,5.5,4,2,4,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,NA,3,4,4,4,4,3,2,4,5,5,5,NA,NA,NA,1
"2524",3569000,1,1,1,1,1,1,3,6,2,3,3,2,3,5,5.5,4,7,7,7,7,7,4.5,7,6.5,6.5,4.5,7,6,4.5,5.5,6.5,7,5,5,4,5,NA,NA,3,NA,NA,NA,NA,NA,NA,4,3,3,4,5,4,4,3,3,5,5,5,6,6,0,5,2,1
"2525",3570000,1,1,1,0,1,1,2,5,1,1,4,2,4,4.5,5.5,4.5,6.5,7,3.5,1,1.5,7,7,6,7,4.5,7,4,4,4.5,4,7,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,4,4,2,4,4,4,5,6,0,4,2,1
"2526",3571000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,6.5,6.5,6.5,6.5,6.5,7,7,7,4.5,7,7,4,6.5,7,7,NA,NA,NA,NA,NA,4,5,4,4,NA,3,NA,NA,NA,NA,NA,3,NA,4,NA,NA,3,3,4,4,4,4,4,4,5,6,NA,1,2,4,2
"2527",3572000,1,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,7,7,6.5,7,7,7,3.5,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,NA,2,4,NA,NA,NA,2,NA,NA,2,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,1
"2528",3573000,1,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,5,7,5,7,5,7,3.5,4.5,2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,2,NA,NA,2,NA,NA,NA,3,NA,NA,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,1
"2529",3574000,1,1,1,NA,1,1,5,NA,1,1,NA,NA,5,4,5,6,6,6.5,3,7,4.5,7,6.5,2.5,7,5,7,NA,NA,NA,NA,NA,4,4,4,5,4,NA,NA,NA,3,NA,NA,3,NA,NA,NA,3,3,4,3,4,3,3,4,3,5,6,NA,0,6,2,2
"2530",3576000,1,1,1,0,1,1,5,6,1,1,2,2,5,5.5,6,4,4,5,2,6,2.5,4,6,5,6,4,3.5,6,5.5,4,5.5,4,2,2,3,2,5,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1,3,3,4,4,4,3,3,3,5,5,0,6,5,2
"2531",3577000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,4,5,5.5,6,6.5,6,5,7,7,4.5,4.5,5,7,6,4.5,NA,NA,NA,NA,NA,4,4,5,3,3,NA,NA,NA,NA,3,4,NA,NA,NA,3,2,2,3,4,5,5,5,5,5,5,3,NA,1,2,3,2
"2532",3579000,1,1,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4.5,1,6.5,4,3,6.5,5.5,5.5,2.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,1,2,NA,NA,1,2,3,2
"2533",3581000,1,1,1,1,1,1,3,3,2,2,1,1,4.5,6,6.5,4,6,6,3.5,2,2,4,4.5,6.5,5.5,6,3,5,4.5,4.5,3,3,3,3,4,2,3,NA,NA,2,NA,NA,3,3,NA,NA,NA,NA,3,3,NA,5,1,2,2,4,5,4,4,NA,NA,NA,2
"2534",3582000,1,1,1,1,1,1,3,2,1,4,1,1,2.5,6,4.5,4,6,4,3,5.5,1.5,1.5,4,7,7,6,7,2.5,7,7,4,6,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,4,4,3,1,4,1,4,4,6,5,0,6,2,2
"2535",3584000,1,1,1,1,1,1,4,2,1,1,1,1,4,4,5.5,4,5.5,5,5,5,3.5,5,4,5.5,6,4.5,4.5,7,6.5,4,6,4.5,2,4,4,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,2,3,3,4,3,4,4,4,5,4,2,5,5,0,4,2,2
"2536",3585000,1,1,1,1,1,1,6,5,1,1,1,1,4.5,5.5,5,4,4.5,6,2.5,5,5.5,5,7,6.5,6.5,7,7,7,3.5,6.5,6.5,6.5,4,4,4,4,NA,NA,3,NA,NA,NA,NA,4,NA,2,4,NA,3,3,4,2,2,3,4,4,5,6,6,0,5,2,1
"2537",3586000,1,1,1,1,1,1,3,3,1,1,1,1,6.5,5,5.5,6,6,1.5,1,1,3.5,3.5,6.5,2.5,6.5,7,7,6.5,4,4,7,7,3,2,3,5,3,NA,NA,NA,NA,NA,3,3,NA,NA,2,4,3,4,4,3,2,5,5,3,4,6,6,1,2,3,2
"2538",3588000,1,1,1,1,1,1,4,3,3,3,4,3,5,7,5.5,7,5,7,2.5,5.5,3.5,4.5,7,7,6,7,5,7,7,5,5.5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,3,4,4,5,5,5,5,5,5,5,5,1,2,3,2
"2539",3589000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,4,4.5,4.5,4.5,5.5,7,4,7,4.5,7,6,2.5,4.5,5,6.5,NA,NA,NA,NA,NA,4,3,3,2,NA,NA,NA,3,NA,NA,NA,3,NA,3,NA,2,4,3,4,4,2,4,4,3,4,NA,NA,0,3,5,2
"2540",3590000,1,1,1,0,1,1,2,3,2,2,2,2,5,5.5,5.5,6,3.5,5,1.5,1.5,1.5,1.5,7,2,7,5,6.5,6,4,7,7,5,4,4,4,3,NA,NA,NA,2,NA,NA,NA,1,NA,1,2,1,2,2,2,3,5,4,1,3,5,5,5,0,6,2,2
"2541",3591000,1,1,0,1,0,1,4,4,2,2,1,3,4,6.5,6.5,5,6,3.5,1.5,3,7,1.5,6,6.5,5.5,6,4.5,6.5,4,6,6.5,4.5,2,3,3,3,NA,NA,1,NA,NA,NA,NA,2,NA,3,2,1,4,3,2,4,1,4,3,5,5,5,5,0,6,2,1
"2542",3592000,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,4,3.5,5,3,5.5,4,4.5,2.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,2
"2543",3594000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,5.5,5.5,6,5.5,5.5,3.5,3.5,3,3.5,3.5,6.5,5.5,4.5,6,6,NA,NA,NA,NA,NA,3,4,5,4,3,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,3,NA,4,4,4,4,4,4,4,5,NA,0,5,2,1
"2544",3595000,1,1,1,NA,1,1,4,NA,3,3,NA,NA,4,4,2,6.5,7,5,2,5,4.5,7,6,6,5.5,6.5,6,NA,NA,NA,NA,NA,4,4,4,5,4,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,NA,4,3,3,4,4,3,5,5,NA,0,5,2,2
"2545",3596000,1,1,1,1,1,1,4,5,1,1,3,3,3.5,4.5,5.5,3,3.5,5,3,3,5,3.5,6,5,5.5,3,4,6,3,4,5.5,6.5,3,5,3,3,2,NA,NA,3,NA,NA,NA,3,NA,NA,3,2,3,3,3,5,4,4,3,5,5,5,5,0,4,2,1
"2546",3597000,1,1,0,0,0,0,4,3,2,2,1,1,3.5,5.5,5.5,6.5,6.5,2.5,3,3,5,3,4.5,6,6,5,5.5,6,5.5,5,5,5,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,2,2,2,3,4,1,3,2,2,4,3,3,0,4,2,1
"2547",3598000,1,1,0,1,1,1,4,2,1,1,1,1,5.5,4,7,7,7,3,4.5,2.5,1.5,7,5.5,3,5,4.5,5.5,5,4,6,7,7,3,2,4,4,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,3,4,4,3,4,3,3,3,3,5,5,0,6,2,2
"2548",3599000,1,1,0,1,1,1,4,2,1,1,1,1,5,4.5,5.5,7,7,7,3,3,7,4.5,4,7,4.5,7,5,5,4,6.5,7,5,3,3,4,4,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,3,4,3,3,3,3,3,3,3,5,5,0,6,2,2
"2549",3600000,1,1,1,1,1,1,3,3,1,1,1,2,4.5,3.5,5.5,3.5,6.5,7,7,7,7,7,7,7,7,6.5,4,7,6,5.5,7,4.5,2,3,4,3,NA,NA,2,NA,NA,NA,NA,3,NA,2,3,NA,3,3,NA,4,4,4,4,4,4,5,5,0,6,5,1
"2550",3602000,1,1,1,1,1,1,4,5,3,3,NA,3,3,5.5,5.5,4.5,3.5,3,7,6.5,6,4.5,3,4.5,4,4,5,3.5,6,4.5,3,3.5,3,3,3,4,1,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,4,3,3,2,1,2,2,3,4,5,5,0,4,3,1
"2551",3603000,1,1,1,NA,1,1,4,NA,1,2,NA,NA,4.5,5.5,5.5,3,5.5,7,4,7,7,2.5,5,3,6.5,5,5,NA,NA,NA,NA,NA,4,4,3,5,NA,NA,2,3,NA,NA,NA,4,NA,NA,NA,3,3,4,4,3,4,3,3,4,4,6,NA,0,4,4,2
"2552",3607000,1,1,1,1,1,1,5,6,3,3,2,1,4.5,5,5.5,3.5,2,3.5,5,6.5,7,0.5,5,4.5,5.5,6.5,4,6.5,5.5,5,7,6,4,5,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,4,3,4,4,4,3,4,4,3,4,6,6,NA,NA,NA,1
"2553",3608000,1,1,1,1,1,1,5,4,1,1,1,2,6,3.5,7,2.5,5,3.5,3.5,3.5,3.5,3.5,6.5,4.5,7,4,5,4.5,4.5,5.5,4.5,5.5,5,5,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,3,NA,3,4,4,4,5,4,5,5,5,5,6,6,0,3,2,1
"2554",3612000,1,1,0,NA,0,1,5,NA,1,1,NA,NA,5,5.5,6,4,5.5,4,6,4,4,4.5,5,4.5,4,5,5.5,NA,NA,NA,NA,NA,2,3,4,2,3,NA,NA,NA,NA,2,NA,2,NA,3,NA,NA,1,2,3,4,4,4,4,4,4,6,NA,NA,NA,NA,2
"2555",3613000,1,1,1,NA,1,1,5,3,2,4,3,3,4.5,5.5,4.5,4.5,6.5,1.5,5.5,7,3.5,6.5,5,4,5,5.5,7,7,2,4,6,7,4,5,4,3,4,NA,NA,NA,NA,NA,NA,4,NA,4,NA,3,3,5,5,5,5,5,5,5,5,6,6,NA,NA,NA,2
"2556",3614000,1,1,1,1,1,1,3,2,1,1,NA,2,4.5,5.5,4.5,4,6.5,7,1.5,3.5,6.5,7,7,4.5,6,7,7,6.5,3.5,5.5,5.5,5.5,5,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,5,4,5,5,3,4,4,4,5,5,0,3,2,2
"2557",3616000,1,1,1,0,0,1,5,6,1,2,4,3,5,5.5,5.5,6,5.5,6.5,4.5,7,7,7,4.5,4,5,6,6,5.5,5,5,6.5,6.5,3,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,4,4,3,4,4,4,2,4,5,5,5,6,6,0,4,2,2
"2558",3617000,1,1,0,NA,0,0,3,NA,1,1,NA,NA,6,6,7,5,5,3.5,3,7,3.5,3.5,6.5,4.5,7,7,7,NA,NA,NA,NA,NA,3,2,3,4,3,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,5,5,5,5,5,6,NA,NA,NA,NA,2
"2559",3618000,1,1,1,1,1,1,4,3,3,1,1,1,2.5,3,3.5,3.5,3,7,4,3,1.5,0.5,5.5,2,4.5,3,4,6.5,6.5,5,3.5,4.5,4,3,3,4,3,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,2,3,4,4,2,5,3,5,5,6,6,NA,NA,NA,2
"2560",3619000,1,1,1,1,1,1,5,5,3,4,2,2,4,6,4,6,5.5,1,3.5,3.5,6,0.5,3,6,5.5,3.5,1.5,2.5,3,5.5,3,3,1,4,3,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,4,5,3,2,5,5,5,6,0,5,2,2
"2561",3620000,1,1,1,1,1,1,4,4,1,3,3,2,4.5,4.5,6,4,6,7,1.5,4,7,7,6,4.5,5,4.5,6.5,6,6,5,6,7,4,3,4,4,3,NA,NA,NA,NA,NA,NA,2,NA,NA,3,4,3,4,4,3,2,3,3,3,3,6,6,0,4,4,1
"2562",3621000,1,1,1,1,1,1,5,6,4,3,1,3,3.5,4.5,3.5,6.5,7,7,7,7,7,7,7,7,4.5,7,7,6,4.5,6,6,6.5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,5,5,2,2,2,2,1,2,5,6,0,6,1,2
"2563",3622000,1,1,1,0,1,1,5,6,2,1,1,2,4,5,6.5,3.5,6.5,7,3.5,7,4.5,4,7,7,7,7,7,6.5,4.5,7,7,7,4,5,4,5,NA,NA,4,NA,4,NA,NA,NA,NA,NA,3,NA,4,4,4,2,1,4,3,3,3,6,6,0,6,1,2
"2564",3623000,1,1,1,1,1,1,4,6,4,4,2,2,4,6,4,3.5,4,7,7,5,4.5,0.5,5.5,7,6,6.5,4.5,7,6.5,6.5,7,5,2,2,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,4,3,4,3,4,4,3,4,4,6,5,0,6,1,1
"2565",3624000,1,1,1,1,1,1,6,4,1,1,2,4,7,4,3.5,4,5,7,1,1,3.5,3,7,3,4.5,6,6.5,7,6.5,4.5,7,6.5,3,3,2,5,3,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,3,3,4,5,5,5,5,5,5,6,6,0,4,2,1
"2566",3625000,1,1,1,1,1,1,6,4,1,1,2,4,5,3,3.5,4,5,3.5,2,2,3.5,2,6.5,4.5,5,6,6.5,7,4.5,3.5,7,6.5,3,2,3,4,NA,NA,2,NA,3,NA,NA,NA,NA,NA,2,NA,4,3,3,5,5,5,5,5,5,6,6,0,4,2,1
"2567",3626000,1,1,1,1,1,1,3,3,1,1,1,1,4.5,5,6,4,5.5,5,4,3,5,7,6.5,3,4,4.5,5.5,7,3.5,5.5,4.5,7,3,4,3,4,NA,3,NA,NA,NA,NA,3,2,NA,NA,NA,NA,3,2,3,2,2,3,2,4,5,5,5,0,4,5,2
"2568",3627000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,4.5,5.5,5,5.5,6,2.5,3,3,6.5,2,6.5,4.5,6,7,6.5,NA,NA,NA,NA,NA,4,2,4,3,3,NA,NA,NA,NA,NA,4,4,NA,3,NA,NA,2,NA,NA,4,3,4,2,5,4,3,NA,1,3,NA,2
"2569",3629000,1,1,0,1,1,1,4,1,2,2,1,2,7,1.5,5.5,7,6.5,7,3,3,6.5,1.5,6.5,1,6,6.5,5,7,2.5,6,6.5,4.5,2,2,NA,4,NA,NA,NA,3,NA,NA,3,2,NA,NA,NA,1,3,3,NA,4,4,4,4,4,4,4,5,1,5,NA,1
"2570",3630000,1,1,1,1,1,1,5,4,1,4,3,3,4.5,5,7,6.5,4.5,1,1.5,6,1.5,7,5.5,4.5,5,6,3,7,4.5,6,6.5,3,3,3,3,4,4,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,2,3,2,4,5,2,3,1,5,6,6,NA,NA,NA,1
"2571",3631000,1,1,1,1,1,1,3,1,1,1,1,1,4.5,4.5,6.5,5,6.5,6.5,2.5,7,1.5,3,7,5,6,6,6,6.5,4.5,6.5,6.5,6.5,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,3,3,4,4,5,4,5,5,5,5,0,5,2,2
"2572",3632000,1,1,1,NA,1,1,4,NA,3,3,NA,NA,5,5.5,6.5,7,6.5,6.5,2.5,2.5,7,7,5.5,6.5,7,7,6,NA,NA,NA,NA,NA,4,3,5,4,4,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,3,4,4,3,3,4,4,3,3,6,NA,0,6,NA,2
"2573",3634000,1,1,1,1,1,1,5,3,1,2,2,3,5.5,5.5,4,6,6,7,7,7,5,7,7,7,5.5,4.5,7,6,6,5.5,6.5,7,3,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,4,5,5,5,5,5,5,5,6,0,5,2,1
"2574",3635000,1,1,1,1,1,1,6,3,1,1,4,2,4.5,6.5,7,3,6,3,3.5,4,3.5,1.5,5.5,6.5,4.5,6,4,6,6,6,4,4.5,2,3,2,3,NA,NA,NA,2,NA,NA,NA,2,NA,NA,3,2,2,3,3,4,3,5,4,5,5,5,5,0,NA,2,1
"2575",3636000,1,1,1,1,1,1,3,4,1,1,1,1,5,5.5,4.5,6,4,7,5,7,7,7,7,4,7,7,7,7,5,7,7,7,2,4,4,NA,NA,NA,4,NA,NA,NA,4,NA,NA,4,4,NA,4,4,NA,4,4,4,4,5,5,5,5,NA,NA,NA,2
"2576",3640000,1,1,1,1,1,1,3,2,1,2,NA,NA,5,2.5,4.5,6,5,6,5,7,4.5,0.5,4.5,4,4,4.5,5,5.5,2.5,3,5.5,5,3,3,4,NA,NA,NA,1,NA,NA,NA,3,3,NA,NA,NA,NA,2,4,3,4,3,2,3,4,3,NA,3,0,4,3,2
"2577",3641000,1,1,1,0,1,1,5,3,1,2,1,1,4,4,6,6.5,4.5,3.5,3,1.5,3,2.5,2,2,5.5,3.5,3,3,4,3.5,4,4.5,3,4,3,3,NA,2,NA,NA,NA,NA,NA,3,NA,NA,2,3,2,3,3,4,4,4,4,4,5,5,6,0,NA,2,2
"2578",3642000,1,1,1,0,1,1,3,3,2,2,1,2,5.5,4,7,4.5,4.5,3.5,5.5,2.5,1,3,4.5,4.5,4,3,2,5,5,3.5,3.5,3.5,4,3,NA,4,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,3,3,3,NA,4,4,3,5,5,5,3,3,NA,NA,NA,1
"2579",3643000,1,1,0,0,0,1,5,2,1,1,1,1,4.5,3.5,4.5,6.5,6.5,4,6,2.5,2.5,6,6,4.5,6,5.5,7,5.5,5,5,5.5,6,4,3,4,3,NA,3,NA,NA,NA,NA,NA,3,NA,NA,3,3,3,4,4,4,4,3,2,4,4,5,5,0,NA,2,2
"2580",3644000,1,1,1,1,1,1,3,3,1,1,1,2,4,7,6,5.5,5,1.5,2,2.5,1,5,7,7,7,6.5,5,4.5,7,5.5,5,5,4,4,3,2,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,1,2,2,2,2,1,4,2,4,5,5,3,0,5,5,2
"2581",3645000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,5,4.5,5,6,5.5,4,4,2,2.5,1.5,4.5,4,4,4,3,NA,NA,NA,NA,NA,3,3,2,3,4,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,3,3,2,3,4,3,3,2,2,3,NA,0,4,5,1
"2582",3646000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,6,6,6,5.5,6,7,1.5,3.5,7,1.5,6,5.5,4.5,5.5,5.5,NA,NA,NA,NA,NA,3,4,4,3,NA,NA,1,3,NA,NA,NA,2,NA,2,NA,1,2,2,2,4,5,5,5,5,5,5,NA,0,2,5,2
"2583",3647000,1,1,1,NA,1,1,3,NA,1,4,NA,NA,4,4.5,7,6,6,3.5,3.5,5.5,7,6,7,4.5,4.5,7,7,NA,NA,NA,NA,NA,2,3,3,2,3,NA,NA,NA,NA,NA,2,3,NA,3,NA,2,3,2,3,5,2,5,3,4,5,6,NA,0,6,5,1
"2584",3648000,1,1,1,1,1,1,3,3,1,3,1,1,4,6,5,6,4.5,4,6.5,2.5,5.5,2,7,6.5,5,7,5.5,7,6,4.5,7,5,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,3,2,2,4,4,4,4,4,4,5,5,0,5,2,2
"2585",3649000,1,1,1,1,1,1,3,4,1,1,1,4,6,6.5,6.5,6,4,6.5,3.5,3.5,2.5,3,6.5,4.5,6.5,6,5,7,7,7,7,4.5,5,4,NA,NA,NA,NA,2,3,NA,NA,3,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,3,2
"2586",3650000,1,1,1,1,1,1,6,5,2,3,2,3,4.5,3,5.5,3,4.5,7,4,5,4,3.5,6.5,3.5,6.5,4.5,4,6.5,2.5,4,4.5,6,2,5,4,4,NA,3,NA,NA,3,NA,NA,NA,NA,3,3,2,3,3,4,5,4,4,5,4,5,6,6,NA,NA,NA,2
"2587",3651000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,4,6,5.5,6,5.5,6.5,7,3.5,7,3.5,7,7,6,7,6.5,NA,NA,NA,NA,NA,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,2,3,3,2,2,2,4,4,6,NA,NA,NA,NA,2
"2588",3654000,1,1,1,NA,1,1,6,NA,1,NA,NA,NA,4,3,6.5,3,3.5,5.5,3,5,6.5,7,6.5,3.5,5.5,4,6,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,1,NA,NA,1,NA,NA,NA,3,3,NA,1,4,NA,2,3,4,3,3,3,6,NA,1,5,3,2
"2589",3655000,1,1,1,1,1,1,1,5,1,1,1,1,4,6,7,2.5,4,6.5,1,2,1,6,5,5.5,4.5,5,4,5,4.5,3.5,3.5,4,2,2,3,4,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,2,2,3,3,5,5,5,5,5,5,5,NA,NA,NA,NA,2
"2590",3657000,1,1,1,NA,1,1,5,NA,1,4,NA,NA,3,4,5.5,4.5,5,1,3.5,7,4,4,4.5,6,7,4,7,NA,NA,NA,NA,NA,5,4,4,5,4,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,4,5,5,4,3,4,4,4,4,6,NA,0,3,4,1
"2591",3658000,1,1,1,1,1,1,5,6,1,4,2,4,4,6,7,4.5,4.5,7,5.5,6,7,6,6,6,6,6,5,5.5,4.5,6,5,6,5,5,5,5,5,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,4,5,5,4,4,4,4,4,4,6,1,0,5,3,1
"2592",3659000,1,1,0,1,1,1,4,4,2,2,1,3,3.5,6,6.5,5.5,6.5,5.5,1.5,5,3,1,6.5,6.5,5,7,4,4.5,3.5,7,7,4,2,3,4,4,4,NA,NA,NA,NA,NA,NA,4,NA,3,NA,3,2,3,4,4,4,4,4,4,4,6,6,0,5,2,1
"2593",3660000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,5,4,6.5,7,7,7,7,1.5,7,7,6.5,5,7,7,7,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,2,NA,NA,NA,NA,3,NA,NA,3,2,3,4,3,3,5,4,4,4,4,5,NA,NA,NA,NA,1
"2594",3661000,1,1,1,NA,1,1,4,NA,1,1,NA,NA,4,4.5,6,5,6,7,7,4.5,7,6.5,7,5,6.5,5.5,6.5,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,2,NA,3,NA,NA,3,NA,3,NA,2,2,3,4,5,5,5,4,5,5,5,NA,NA,NA,NA,2
"2595",3662000,1,1,1,NA,1,1,5,NA,1,1,NA,NA,4,4.5,5.5,4.5,4.5,7,6.5,7,4.5,4.5,5,7,6,7,4.5,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,3,4,2,3,4,1,2,2,5,4,5,NA,0,5,2,2
