"ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds","Gender_MF_2","History_Grade","English_Grade","Maths_Grade","Irish_Grade","PH_beha_W1","PH_intell_W1","PH_phys_W1","PH_free_anx_W1","PH_pop_W1","PH_happi_W1","PH_beha_W2","PH_intell_W2","PH_phys_W2","PH_free_anx_W2","PH_pop_W2","PH_happi_W2","TC_reading","TC_writing","TC_comprehension","TC_maths","TC_imagin_creat","TC_oral_comm","TC_prob_solving","Discussed_subjects_PCG","Discussed_workload_PCG","Discussed_teachers_PCG","Discussed_future_PCG","Discussed_friends_PCG","Discussed_exams_PCG","Discussed_subjects_YP","Discussed_workload_YP","Discussed_teachers_YP","Discussed_future_YP","Discussed_friends_YP","Discussed_exams_YP"
4437000,2,0,0,1,1,1,4,4,2,2,4,3,5,6.5,7,4,4.5,1.5,3,6,3,3.5,4,4,6,2,3.5,5,5,6,3,4.5,3,3,NA,4,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,"Female","B","C","C",NA,12,16,11,14,12,10,6,7,7,10,11,9,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,5,4,5,4,4,4
4441000,2,0,1,1,1,1,3,2,2,2,1,1,4,6.5,4,6,4.5,6.5,3.5,1.5,3.5,6.5,5,6.5,6,7,4,7,5,3,6.5,7,4,5,4,5,NA,NA,2,3,NA,NA,NA,3,NA,NA,NA,NA,3,3,2,4,4,3,4,1,4,5,5,NA,NA,NA,1,"Female","A","B","A","B",12,11,9,12,11,10,13,8,4,10,10,7,2,2,2,1,2,3,2,4,1,4,3,4,4,3,2,3,3,1,4
4443000,2,0,1,NA,1,1,2,NA,2,2,NA,NA,6.5,5,6.5,4.5,6.5,7,0.5,7,5,3.5,7,3.5,5,4.5,7,NA,NA,NA,NA,NA,2,4,4,1,NA,4,NA,3,NA,NA,NA,NA,NA,NA,1,2,2,3,5,4,4,3,5,5,5,4,NA,0,4,3,2,"Female","E or lower","D","B","B",12,13,9,11,9,9,14,9,4,5,5,9,NA,NA,NA,1,NA,NA,NA,5,5,5,3,4,4,4,5,4,4,4,4
4446000,2,0,0,NA,1,1,3,NA,1,3,NA,NA,5,5.5,4,4,6,7,4.5,6,6,1.5,4,4,4,4,4,NA,NA,NA,NA,NA,2,4,4,4,NA,2,NA,NA,NA,3,NA,NA,NA,NA,3,4,4,4,4,4,4,4,4,4,4,5,NA,NA,NA,NA,2,"Female","B","D","B","B",NA,NA,2,NA,4,NA,14,14,8,12,10,9,1,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4
4447000,2,0,1,NA,1,1,6,NA,4,4,NA,NA,5,5,6.5,5.5,4,5,7,3,3,2,5.5,6.5,6.5,7,5,NA,NA,NA,NA,NA,4,4,1,2,4,NA,NA,2,3,NA,NA,NA,NA,NA,NA,4,4,4,5,2,4,3,3,3,3,5,NA,NA,NA,NA,2,"Female","D","B","B","E or lower",14,15,8,14,7,10,13,16,10,11,10,9,3,2,3,3,3,2,2,3,3,3,3,4,2,5,1,5,4,4,4
4448000,2,0,0,NA,1,1,3,NA,1,3,NA,NA,4.5,6.5,3.5,2.5,4.5,3.5,6,3.5,6,4,6.5,4,4,3,4.5,NA,NA,NA,NA,NA,2,3,4,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,4,2,4,4,4,4,4,5,5,NA,NA,NA,NA,2,"Female","B","D","C","B",11,8,4,5,2,7,13,12,4,13,11,8,1,1,1,1,2,1,1,5,4,4,4,4,4,3,3,3,3,3,3
4449000,2,0,0,NA,0,1,5,NA,3,2,NA,NA,6,6.5,6.5,4,4.5,7,6,6.5,7,4.5,3,2,5,4.5,4.5,NA,NA,NA,NA,NA,5,2,3,4,NA,2,NA,4,3,NA,NA,NA,NA,NA,NA,3,4,4,4,3,3,4,1,5,4,5,NA,0,5,5,2,"Female","B","A","D","C",12,12,NA,13,8,8,12,14,6,7,11,6,2,2,2,2,2,2,2,4,5,1,4,3,3,5,3,1,5,3,3
4450000,2,0,1,0,0,1,4,4,1,2,NA,2,5.5,5.5,5,3.5,7,7,4,3,7,5,6.5,4.5,5.5,7,6.5,6.5,6.5,6.5,6,6.5,5,5,5,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,5,5,4,4,4,4,4,6,5,0,4,3,1,"Female","B","A","A","A",14,14,8,11,9,10,12,14,7,9,9,9,3,3,2,2,2,2,2,4,4,4,4,4,5,4,4,3,4,4,4
4451000,2,0,1,NA,1,1,3,NA,2,2,NA,NA,4,4.5,4,4,5,1,3.5,6,6,2.5,3.5,5,4.5,3.5,1.5,NA,NA,NA,NA,NA,3,2,NA,NA,3,4,NA,2,NA,2,NA,NA,NA,NA,NA,3,2,1,NA,5,5,5,5,5,5,5,NA,NA,NA,NA,2,"Female",NA,"C","D",NA,14,12,8,8,7,10,14,14,7,5,8,9,3,3,3,2,3,3,2,5,5,5,5,5,5,4,4,1,5,5,4
4453000,2,0,1,NA,1,1,2,NA,1,1,NA,NA,3.5,5,4.5,4,5,5,4.5,3.5,2.5,0.5,4.5,4,4.5,5,4.5,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,2,4,3,4,3,5,4,3,4,4,4,NA,0,4,4,1,"Female","C","C","C","C",11,11,6,8,11,9,2,1,2,6,7,6,2,NA,2,NA,1,2,2,4,4,3,4,5,3,4,5,3,5,5,5
4454000,2,0,1,1,1,1,3,3,1,1,1,1,4.5,6,5.5,5.5,5.5,2.5,7,6.5,1.5,3.5,6.5,4.5,5,3,4.5,5.5,4,5.5,4,4,4,4,1,4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,3,2,2,2,4,5,5,5,5,5,5,3,3,0,5,5,1,"Female","B","B","B","E or lower",13,12,9,12,9,8,5,8,8,9,11,8,2,2,2,2,2,2,2,5,5,5,5,5,5,5,4,3,4,5,5
4456000,2,0,0,NA,1,1,5,NA,1,3,NA,NA,2.5,2.5,5,2,6.5,4,2.5,3.5,3,4.5,3,5,4.5,2.5,5.5,NA,NA,NA,NA,NA,5,3,4,5,NA,NA,3,3,NA,NA,NA,NA,3,NA,2,4,3,3,3,4,5,4,4,4,4,6,NA,NA,NA,NA,2,"Female","A","A","C","B",11,12,2,8,5,7,12,14,4,7,11,4,3,3,3,2,2,2,2,4,4,4,4,5,4,5,4,4,4,5,5
4458000,2,0,1,1,1,1,3,3,1,1,1,1,6,6,6.5,6.5,4,5,1,7,5,6.5,5.5,6,6.5,5.5,6,6.5,5,7,6.5,6.5,3,2,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,2,2,5,5,5,5,5,5,5,6,1,1,2,2,"Female","D","C","D",NA,11,10,5,10,8,8,14,10,6,11,9,7,1,1,1,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5
4459000,2,0,1,1,1,1,6,2,3,NA,NA,4,5,7,6.5,2,4.5,3.5,3.5,7,5.5,0.5,5,7,7,5,1.5,6.5,7,6.5,3.5,2.5,4,4,NA,3,NA,NA,NA,2,NA,3,NA,NA,NA,NA,2,3,3,3,4,2,4,2,2,3,3,5,5,0,6,1,1,"Female","C","B","B",NA,12,11,6,11,10,9,12,15,7,6,6,7,1,1,2,2,2,2,2,3,3,2,2,4,2,5,4,4,5,5,4
4460000,2,0,1,NA,1,1,3,NA,2,1,NA,NA,5.5,3,4.5,6.5,6.5,7,1,6,3.5,1.5,7,4,6.5,4,6,NA,NA,NA,NA,NA,4,4,3,3,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,3,4,5,5,4,4,4,4,4,5,NA,0,4,5,2,"Female","C","B","B","C",10,4,2,9,7,7,13,11,5,8,8,6,3,3,2,2,2,2,2,4,4,4,4,4,5,3,3,3,3,5,4
4464000,2,0,1,NA,1,1,3,NA,2,3,NA,NA,6.5,3.5,6,6,5,7,2.5,6,1,7,5.5,2,5.5,5,5.5,NA,NA,NA,NA,NA,4,3,4,5,NA,NA,NA,2,NA,3,NA,NA,NA,NA,3,NA,3,NA,2,5,5,5,5,5,5,4,NA,NA,NA,NA,2,"Female","A","B","C","B",11,11,8,7,11,8,13,9,7,8,7,8,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,4,4,5,4
4465000,2,0,1,NA,0,1,5,NA,1,2,NA,NA,4,4,5.5,5.5,4,3,4,6.5,5.5,4,5,4,6,5,4.5,NA,NA,NA,NA,NA,3,4,3,5,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,4,5,4,3,3,4,4,4,5,5,NA,0,6,2,1,"Female","A","C","B","C",13,15,9,14,11,10,14,14,8,14,10,9,1,2,2,2,2,3,2,5,4,4,4,3,3,4,5,4,4,4,5
4467000,2,0,1,1,1,1,2,2,1,1,NA,2,6,4.5,4,2.5,6,6,3,3,2.5,4,7,4,3.5,1.5,1.5,7,6.5,1.5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,4,5,NA,NA,NA,NA,NA,2,"Female",NA,NA,NA,NA,11,13,8,9,9,8,14,15,10,11,11,10,1,1,1,1,1,1,1,5,4,4,3,5,3,1,1,2,3,1,1
4468000,2,0,0,NA,1,1,3,NA,4,4,NA,NA,5,2.5,5.5,5.5,4.5,4,3,4,1.5,1,7,4,4.5,6,5,NA,NA,NA,NA,NA,2,2,3,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,5,5,5,5,5,5,3,NA,0,3,2,2,"Female","C","D","D","C",13,12,6,12,5,10,9,11,10,7,8,9,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,5,4
4469000,2,0,1,1,1,1,3,3,NA,1,3,2,4.5,5.5,6,3.5,5.5,7,4.5,3,2.5,3.5,6,6.5,7,3.5,3.5,4.5,4,5.5,5.5,3,4,3,4,NA,NA,NA,NA,2,NA,NA,3,3,NA,2,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,2,"Female",NA,"B","C","B",12,11,9,9,11,8,14,12,6,13,6,9,1,1,1,1,2,3,2,NA,NA,NA,NA,NA,NA,4,3,1,3,3,4
4470000,2,0,0,1,0,0,3,3,2,3,NA,4,4.5,6.5,6.5,6.5,6.5,1,3,3.5,1.5,5,5,6.5,6.5,6,7,5,6,3.5,4,6,4,5,3,5,3,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,2,4,3,4,5,4,4,5,5,5,6,0,3,2,2,"Female","A","B","A","C",13,14,8,14,10,10,13,12,6,7,9,6,2,3,2,1,2,1,2,5,5,4,4,5,4,4,5,2,4,3,4
4472000,2,0,1,NA,0,1,4,NA,1,1,NA,NA,5,4.5,6.5,3.5,4.5,4.5,5,4.5,4.5,4.5,3.5,7,4.5,3,3.5,NA,NA,NA,NA,NA,2,2,4,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,1,2,3,2,2,4,4,5,4,4,4,5,NA,0,4,5,1,"Female","E or lower","D","D","B",13,11,8,11,9,10,14,16,10,12,11,10,3,2,2,3,2,3,2,4,4,4,5,4,4,3,5,3,3,3,4
4473000,2,0,1,NA,1,1,3,3,2,2,4,4,4,2,5,3.5,5,5.5,1.5,5.5,1.5,4,5.5,4,4,3,3,3.5,1,3,2.5,6,5,3,4,3,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,3,3,4,4,5,4,4,4,4,4,5,0,NA,2,2,"Female","C","A","C","B",14,7,5,4,2,6,13,3,3,1,3,3,1,2,2,2,2,2,2,4,4,4,4,5,4,4,1,2,4,5,3
4474000,2,0,0,NA,0,0,3,NA,4,4,NA,NA,5,5.5,6,5,5,6.5,6,7,5,3,5,4.5,6.5,5.5,4.5,NA,NA,NA,NA,NA,3,3,3,4,1,1,NA,NA,NA,NA,NA,NA,2,1,3,NA,2,2,2,4,5,3,4,5,5,4,NA,1,NA,3,1,"Female","B","C","C","C",14,14,8,13,12,9,14,16,11,12,12,10,1,2,1,1,2,2,2,5,5,4,3,5,4,5,5,4,5,5,5
4477000,2,0,1,NA,1,1,5,NA,3,3,NA,NA,4.5,4.5,6.5,5,6.5,7,4.5,7,7,7,6,4,7,5,7,NA,NA,NA,NA,NA,4,4,4,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,5,5,5,6,NA,0,4,2,1,"Female","A","B","B","B",14,14,9,14,11,10,14,16,10,12,11,10,3,3,2,2,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5
4478000,2,0,1,0,1,1,2,2,1,1,2,2,4.5,4.5,7,6,6,7,4.5,7,7,7,4,4,6.5,6.5,6.5,6.5,4,5,6.5,6,3,3,2,4,2,NA,NA,2,NA,3,NA,NA,NA,NA,2,2,3,NA,3,5,3,3,4,4,4,5,5,NA,NA,NA,1,"Female","B","C","C","D",14,16,10,14,11,10,14,14,8,14,12,10,3,3,2,2,2,2,2,4,4,4,3,3,5,5,5,5,5,5,5
4479000,2,0,1,1,1,1,3,2,NA,1,NA,NA,6.5,2.5,4,3.5,4.5,7,5,3.5,1.5,0.5,7,3,6,5,5,7,4,7,4,4.5,3,3,2,3,2,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,3,3,3,5,3,3,3,4,5,5,4,NA,NA,NA,1,"Female","C","C","C","D",9,12,9,6,8,10,12,10,5,4,6,6,3,3,3,3,3,2,3,5,4,3,3,3,5,5,5,5,4,5,4
4482000,2,0,1,1,1,1,5,5,1,1,1,1,5,4.5,5.5,5,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,5,5,5,3,NA,NA,4,4,NA,NA,NA,NA,4,NA,4,5,4,4,5,5,5,5,5,5,5,1,NA,3,1,"Female","A","B","A","A",13,15,10,14,11,10,14,16,11,14,11,10,3,3,3,3,3,3,3,5,5,5,5,5,4,5,5,5,5,4,5
4485000,2,0,0,0,0,0,6,6,4,3,4,4,6,3,7,2,7,5.5,5.5,7,6.5,6,6.5,5,7,7,7,5,5,5.5,7,5.5,5,5,5,4,5,NA,NA,NA,4,NA,NA,NA,NA,NA,3,3,3,5,4,4,5,5,5,5,5,5,6,0,5,4,1,"Female","B","A","A","A",13,14,8,12,9,10,13,16,10,13,10,9,3,3,3,3,3,3,3,5,5,5,5,5,4,4,4,3,3,4,5
4486000,2,0,1,NA,1,1,2,NA,1,1,NA,NA,5.5,2.5,6,4,7,7,4.5,3.5,5.5,7,6,4.5,6,6.5,6.5,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,2,3,NA,NA,NA,NA,3,NA,4,3,NA,5,5,5,5,5,5,5,NA,0,4,3,1,"Female","C","C","C","C",NA,NA,NA,NA,5,NA,14,15,9,12,12,9,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
4487000,2,0,1,1,1,1,3,5,1,1,2,1,6,5,5.5,6,3,7,6.5,3.5,7,7,6,4.5,6,6,6,6,4.5,6,6,4.5,3,3,5,4,4,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,3,4,NA,4,4,4,4,4,4,NA,5,0,4,3,2,"Female","B","C","C","A",11,11,NA,11,9,7,14,12,6,12,10,9,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
4489000,NA,NA,0,NA,0,0,3,2,1,2,4,3,5,6,7,7,6.5,5.5,2.5,7,5.5,3,6.5,7,7,7,7,6,5.5,6,5.5,6,3,3,3,4,NA,3,NA,3,NA,3,NA,NA,3,NA,NA,NA,3,NA,3,4,4,4,1,1,3,5,5,1,2,4,1,NA,"B","C","C","C",13,14,9,10,10,10,10,10,7,9,9,9,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,4,4,3,1,2,4,4,5
4490000,2,0,1,NA,0,1,4,NA,1,3,NA,NA,4.5,4.5,4,4,5,7,7,3.5,7,7,7,4,7,6.5,7,NA,NA,NA,NA,NA,3,5,4,4,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,3,3,2,4,4,5,4,4,5,6,NA,0,NA,3,2,"Female","B","C","A","B",13,11,7,8,5,9,10,7,7,4,7,7,3,3,3,3,3,3,2,5,4,4,5,4,4,3,3,3,2,3,3
4492000,2,0,1,1,1,1,4,3,1,1,2,2,5,6.5,6,4,5,5.5,6,7,6.5,7,5,4.5,7,4.5,4,6.5,5.5,7,4.5,4.5,4,5,2,1,4,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,5,5,5,5,5,5,6,6,0,NA,2,1,"Female","E or lower","B","A","D",13,15,9,14,12,10,11,13,6,10,11,7,2,3,2,2,3,3,2,5,5,5,5,5,5,4,4,2,4,3,4
4493000,2,0,1,NA,1,1,4,NA,1,2,NA,NA,4,5,5,4.5,4.5,6.5,7,7,7,7,7,7,4.5,6.5,4.5,NA,NA,NA,NA,NA,4,4,3,4,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,2,3,3,4,4,5,5,4,5,2,5,NA,0,4,2,1,"Female","B","B","B","C",12,12,8,11,8,8,12,14,5,11,11,8,2,2,2,2,2,2,2,2,5,4,5,5,4,4,2,4,3,4,4
4495000,2,0,1,NA,1,1,2,NA,1,1,NA,NA,3.5,2.5,5.5,5,6.5,1.5,5,3.5,1,3.5,6,7,4.5,5,5,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,2,3,4,3,3,1,5,6,NA,0,5,2,2,"Female",NA,"C","D",NA,NA,NA,NA,NA,NA,NA,9,12,11,8,11,9,3,2,2,2,1,2,2,5,1,3,3,4,3,3,5,5,3,2,4
4498000,2,0,1,NA,1,1,4,NA,4,3,NA,NA,4.5,2.5,4.5,3.5,6,7,2,5,5,5,7,1,6.5,4,7,NA,NA,NA,NA,NA,3,2,3,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,3,3,4,4,3,4,5,4,5,5,5,5,NA,0,5,3,1,"Female","B","C","D","C",12,12,7,10,8,10,14,12,8,12,10,9,3,3,3,2,3,3,2,5,5,5,4,5,4,5,5,5,5,5,5
4500000,2,0,1,NA,0,1,3,NA,1,4,NA,NA,5.5,6,6,6,6.5,3.5,1.5,2,7,2,6,3,6,3,5,NA,NA,NA,NA,NA,3,3,4,3,3,NA,NA,3,NA,3,NA,NA,NA,NA,NA,3,2,3,4,4,4,4,4,4,4,4,NA,0,5,3,2,"Female","C","C","C","B",14,12,11,13,10,10,14,12,8,13,9,10,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,4,3,4,3
4501000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,1.5,4,6,3.5,6.5,1.5,4,3,3,7,4,4,6,5.5,7,NA,NA,NA,NA,NA,4,2,3,4,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,5,4,5,5,5,5,NA,NA,NA,NA,2,"Female","B","B","D","C",10,10,2,4,4,3,13,9,7,9,10,7,2,2,2,2,3,2,2,5,5,5,4,5,4,5,3,3,4,4,3
4503000,2,0,0,0,0,0,5,3,3,2,4,4,4,4.5,6.5,5,6.5,4,1,3.5,4.5,7,4.5,4.5,6,5,7,5.5,6,6.5,4.5,7,5,5,5,5,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,4,5,5,5,6,6,0,6,1,2,"Female","A","A","A","A",11,13,9,10,9,10,13,14,8,13,12,9,3,3,3,3,3,3,2,5,5,5,4,4,5,5,4,5,4,3,4
4504000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,4,4.5,4.5,4.5,5.5,2.5,3.5,3,2.5,2,7,4,7,4,6.5,NA,NA,NA,NA,NA,4,4,3,5,3,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,4,4,5,NA,0,6,2,1,"Female","A","B","B","C",12,8,4,9,9,9,14,12,6,9,11,9,1,1,1,1,2,2,1,4,4,3,4,4,4,4,3,3,4,4,4
4506000,2,0,1,NA,1,1,1,NA,1,1,NA,NA,5,4,5.5,3,4.5,3.5,4.5,6,3,3,4.5,4.5,3.5,2.5,2.5,NA,NA,NA,NA,NA,2,3,2,2,3,NA,NA,4,1,2,NA,NA,NA,NA,NA,2,2,NA,3,3,5,2,5,5,5,NA,NA,0,6,2,2,"Female","D","D","C","D",9,16,11,10,9,10,12,12,8,6,8,10,2,2,2,2,2,2,2,5,5,5,2,5,3,2,3,2,1,2,4
4510000,2,0,1,NA,1,1,4,5,1,1,1,1,4.5,4.5,5,3.5,4.5,3.5,3,2.5,7,1.5,6,6.5,5,7,4.5,4,3.5,5,2.5,4,4,5,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,2,4,2,4,5,4,3,5,5,5,5,5,0,6,2,1,"Female","C","B","A","C",14,16,10,14,11,10,14,15,9,13,10,10,3,3,3,3,3,3,3,5,5,5,3,4,5,5,5,5,4,4,4
4511000,2,0,1,1,1,1,6,3,1,3,1,4,5.5,4.5,7,6.5,5,7,1,7,1.5,3.5,7,7,7,7,7,7,5.5,7,7,4.5,5,4,4,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,3,3,4,4,4,5,5,5,5,5,5,6,6,0,6,2,1,"Female","A","A","B","B",14,14,8,14,12,10,14,12,1,8,7,6,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5
4512000,2,0,1,1,1,1,2,4,2,2,1,3,4,4.5,7,3,5,5,5.5,5.5,7,7,4,4.5,6,5,6,6,3.5,4.5,3.5,6,5,3,3,4,2,NA,NA,4,NA,NA,NA,NA,NA,2,NA,3,4,3,2,3,5,3,5,5,5,6,5,0,4,2,2,"Female","B","A","C","C",13,NA,6,12,6,8,13,11,4,7,7,5,3,3,3,2,3,2,2,5,5,5,3,5,3,5,4,4,4,4,5
4513000,2,0,1,NA,1,1,2,NA,1,NA,NA,NA,4.5,5,6.5,3,6.5,3.5,5,3.5,0.5,3.5,4,3.5,6.5,3.5,5.5,NA,NA,NA,NA,NA,5,2,4,2,4,NA,NA,NA,2,4,NA,NA,NA,NA,NA,4,4,3,2,4,4,5,4,5,5,6,NA,0,4,5,2,"Female","D","A","D","B",14,15,10,12,8,9,14,15,10,10,9,10,3,3,2,2,2,2,2,5,5,4,5,4,4,5,5,5,5,4,4
4514000,2,0,0,0,0,0,3,3,2,3,2,2,7,4.5,7,5.5,6,7,5.5,3.5,6.5,7,6.5,4,5,7,7,5,5,6.5,5.5,6.5,4,3,3,4,3,NA,NA,4,3,NA,NA,NA,NA,NA,2,3,4,NA,5,4,4,4,4,5,5,6,6,0,5,2,2,"Female","B","B","C","C",13,13,8,14,9,10,13,14,11,11,10,10,3,2,2,2,2,2,2,5,5,4,4,4,4,5,5,4,4,5,4
4515000,2,0,1,NA,1,1,2,NA,1,2,NA,NA,4,6,5,4.5,5.5,1,2.5,6,5,1,3,4.5,5,3.5,5,NA,NA,NA,NA,NA,4,2,3,4,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,3,NA,4,3,5,3,5,5,5,3,NA,1,3,3,1,"Female","B","B","D","C",11,14,7,9,9,10,13,15,9,14,11,8,2,2,2,2,2,2,2,5,5,5,3,5,3,4,3,3,4,5,3
4517000,2,0,1,1,1,1,3,3,1,1,1,1,4,4.5,6,2.5,5.5,5,6.5,7,1,5,6.5,7,4,6,5,5,6,4,5,7,3,3,3,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,4,3,2,5,5,5,5,3,5,5,5,0,5,5,1,"Female","B","C","C","C",12,13,9,10,9,10,14,15,9,11,12,8,2,2,2,1,3,3,2,5,3,5,5,5,5,4,4,5,5,5,5
4518000,2,0,0,NA,1,1,4,NA,2,2,NA,NA,4,7,6.5,3.5,3,7,6,6,7,5,7,7,7,7,5,NA,NA,NA,NA,NA,3,3,3,4,3,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,3,4,3,5,5,5,2,5,5,6,NA,NA,NA,NA,1,"Female","B","C","C","C",11,10,8,7,9,6,13,13,8,12,9,8,2,1,2,1,3,3,2,5,5,2,5,5,5,5,5,5,4,4,5
4519000,2,0,1,NA,1,1,3,NA,1,2,NA,NA,5.5,4,5,5.5,5,7,1,6,3.5,3.5,4,2.5,4.5,6,7,NA,NA,NA,NA,NA,4,3,3,3,4,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,4,2,3,5,5,4,5,5,5,6,NA,NA,4,4,2,"Female","C","B","C","C",14,12,6,12,9,8,14,10,3,6,6,7,2,1,2,2,3,1,2,5,5,5,4,5,5,5,4,4,4,5,5
4520000,2,0,1,NA,1,1,4,NA,2,1,NA,NA,4.5,2,5,4,3.5,7,1.5,5,5,7,6.5,4,5,4.5,6,NA,NA,NA,NA,NA,3,3,4,3,NA,NA,2,NA,3,NA,NA,NA,NA,NA,2,2,3,3,3,4,5,4,4,5,4,6,NA,0,4,2,1,"Female","C","C","C","B",13,10,7,10,8,10,14,13,7,11,6,10,2,2,2,2,2,2,2,4,5,4,4,5,4,5,4,2,4,4,4
4522000,2,0,0,1,0,1,6,3,1,2,1,2,3,6,5,3,2,5,7,5.5,3,5,4,6.5,5,5.5,2,5,4.5,6.5,5.5,4.5,3,3,2,4,NA,1,NA,NA,NA,3,NA,NA,NA,NA,2,1,3,4,4,4,5,5,4,4,5,5,6,0,6,2,1,"Female","B","C","C","D",11,8,5,8,6,9,12,8,9,12,10,9,2,2,2,2,2,2,2,5,4,4,5,5,4,4,5,3,4,4,4
4525000,2,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,5,6,5.5,3,5.5,1.5,3.5,4.5,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Female","B","B","D","B",14,12,4,7,4,8,14,14,10,14,12,10,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,3,2,3,3,3
4528000,2,0,1,NA,1,1,4,NA,2,1,NA,NA,5,5.5,4.5,3.5,4,7,7,3.5,6.5,3.5,7,4,4,5,4.5,NA,NA,NA,NA,NA,3,2,4,2,NA,NA,2,1,NA,NA,NA,NA,1,NA,3,3,3,3,2,4,4,3,3,4,4,4,NA,0,5,2,2,"Female","D","C","D","B",13,15,11,13,11,10,7,7,7,10,11,6,2,2,2,2,2,2,2,4,4,3,3,4,4,4,4,4,3,4,5
